Week,State_Code,State_Name,Disease_Code,Incidence_per_Capita,Disease_Outbreak
45,BH,Andhra Pradesh,MAL,1.4,0
34,AP,Karnataka,MAL,4.82,1
40,AP,Uttar Pradesh,MAL,0.44,0
40,KA,Uttar Pradesh,DEN,4.36,1
7,UP,Maharashtra,CHK,0.93,0
27,KA,Karnataka,DEN,2.67,1
45,RJ,Maharashtra,CHK,1.14,0
19,WB,Rajasthan,DEN,2.03,1
49,MH,West Bengal,MAL,4.29,1
26,RJ,Karnataka,CHK,1.11,0
19,OR,Maharashtra,MAL,0.95,0
44,AP,Odisha,MAL,4.83,1
29,AP,Bihar,MAL,0.71,0
48,MH,Karnataka,DEN,0.17,0
7,MH,Bihar,MAL,3.18,1
48,BH,Tamil Nadu,CHK,4.99,1
38,GJ,Bihar,MAL,1.04,0
46,WB,Tamil Nadu,CHK,0.73,0
15,MH,Maharashtra,MAL,0.13,0
33,WB,Gujarat,CHK,3.17,1
3,OR,Andhra Pradesh,DEN,4.28,1
7,KA,Andhra Pradesh,MAL,1.37,0
14,GJ,Maharashtra,MAL,1.41,0
36,AP,Maharashtra,MAL,0.37,0
32,TN,Karnataka,CHK,0.38,0
47,RJ,Andhra Pradesh,CHK,0.73,0
48,WB,Andhra Pradesh,MAL,0.78,0
12,OR,Bihar,CHK,1.11,0
42,AP,Rajasthan,DEN,4.59,1
18,KA,Andhra Pradesh,CHK,1.17,0
23,MH,West Bengal,MAL,1.27,0
12,KA,Odisha,CHK,2.98,1
14,WB,Andhra Pradesh,CHK,2.1,1
31,AP,Tamil Nadu,CHK,4.14,1
43,OR,Karnataka,MAL,3.73,1
31,KA,Karnataka,CHK,1.3,0
35,AP,Tamil Nadu,DEN,2.35,1
16,GJ,Odisha,DEN,0.23,0
36,OR,Karnataka,DEN,1.06,0
8,GJ,Andhra Pradesh,MAL,4.08,1
26,BH,Maharashtra,CHK,0.95,0
2,RJ,Bihar,DEN,3.66,1
21,WB,West Bengal,CHK,2.61,1
36,KA,Bihar,DEN,3.67,1
23,UP,Tamil Nadu,MAL,1.24,0
13,WB,Bihar,MAL,2.31,1
15,WB,Uttar Pradesh,MAL,2.02,1
22,AP,Andhra Pradesh,CHK,4.3,1
1,TN,Uttar Pradesh,CHK,2.82,1
22,TN,Gujarat,CHK,1.49,0
35,WB,West Bengal,CHK,4.47,1
1,MH,West Bengal,CHK,3.43,1
43,OR,Andhra Pradesh,MAL,0.84,0
26,AP,Rajasthan,MAL,0.28,0
26,OR,Maharashtra,DEN,0.27,0
36,BH,Odisha,MAL,2.59,1
26,MH,Odisha,CHK,0.65,0
31,AP,Tamil Nadu,MAL,1.35,0
33,MH,Rajasthan,MAL,0.2,0
43,RJ,Tamil Nadu,MAL,1.47,0
28,MH,Karnataka,DEN,0.57,0
6,GJ,Andhra Pradesh,MAL,0.38,0
52,MH,Odisha,MAL,0.74,0
46,GJ,West Bengal,DEN,2.31,1
28,TN,Tamil Nadu,CHK,2.03,1
8,WB,Rajasthan,CHK,2.46,1
42,BH,Odisha,MAL,0.54,0
36,AP,West Bengal,CHK,0.63,0
17,RJ,Odisha,DEN,1.31,0
28,RJ,Odisha,MAL,3.19,1
43,AP,Maharashtra,CHK,0.6,0
4,OR,Tamil Nadu,MAL,3.11,1
23,KA,Tamil Nadu,MAL,4.59,1
14,AP,Bihar,CHK,1.09,0
28,BH,Odisha,DEN,0.47,0
43,KA,Andhra Pradesh,DEN,2.42,1
20,TN,West Bengal,MAL,0.6,0
2,RJ,Bihar,MAL,4.71,1
20,MH,Odisha,DEN,1.17,0
7,BH,Bihar,DEN,4.56,1
44,KA,Karnataka,DEN,2.91,1
2,TN,Karnataka,MAL,3.2,1
8,UP,Rajasthan,MAL,3.64,1
23,MH,Bihar,DEN,4.82,1
29,MH,Tamil Nadu,MAL,0.96,0
38,RJ,Bihar,CHK,3.19,1
7,GJ,Tamil Nadu,DEN,4.11,1
27,BH,Tamil Nadu,CHK,4.48,1
26,UP,Andhra Pradesh,DEN,2.83,1
19,RJ,Tamil Nadu,MAL,0.87,0
2,TN,Maharashtra,CHK,4.51,1
26,OR,Maharashtra,CHK,4.9,1
40,AP,Rajasthan,MAL,1.03,0
30,WB,Maharashtra,DEN,4.81,1
1,MH,Karnataka,MAL,0.95,0
13,MH,Karnataka,CHK,4.41,1
29,TN,Andhra Pradesh,DEN,0.36,0
26,MH,Maharashtra,MAL,0.81,0
29,UP,Karnataka,MAL,2.63,1
27,GJ,Odisha,DEN,2.0,1
21,BH,Tamil Nadu,MAL,3.37,1
28,UP,Andhra Pradesh,DEN,3.74,1
46,AP,Uttar Pradesh,CHK,3.06,1
41,RJ,Uttar Pradesh,CHK,4.04,1
26,GJ,Rajasthan,DEN,4.03,1
18,UP,Tamil Nadu,CHK,4.63,1
33,UP,West Bengal,DEN,4.97,1
47,KA,Tamil Nadu,CHK,0.57,0
17,TN,Tamil Nadu,MAL,3.61,1
52,OR,Rajasthan,CHK,0.7,0
14,BH,Karnataka,DEN,1.4,0
8,GJ,Bihar,MAL,2.54,1
49,UP,Uttar Pradesh,MAL,2.86,1
14,WB,Gujarat,DEN,2.21,1
28,BH,Uttar Pradesh,CHK,0.63,0
34,MH,Karnataka,DEN,3.82,1
15,OR,Andhra Pradesh,CHK,4.76,1
4,WB,Odisha,CHK,2.91,1
32,AP,Andhra Pradesh,CHK,3.96,1
13,GJ,Gujarat,CHK,4.83,1
36,MH,Rajasthan,CHK,3.4,1
38,AP,Tamil Nadu,MAL,0.77,0
46,RJ,Uttar Pradesh,MAL,1.23,0
34,WB,Maharashtra,CHK,0.43,0
19,UP,Andhra Pradesh,MAL,0.55,0
14,OR,Karnataka,CHK,0.4,0
16,MH,Rajasthan,DEN,3.79,1
43,TN,Karnataka,DEN,0.77,0
42,AP,Maharashtra,MAL,2.62,1
44,AP,Andhra Pradesh,DEN,1.31,0
43,OR,Karnataka,CHK,0.71,0
41,RJ,Andhra Pradesh,CHK,3.09,1
44,GJ,Odisha,MAL,0.49,0
23,WB,West Bengal,DEN,1.49,0
39,AP,Rajasthan,MAL,3.73,1
48,OR,Gujarat,CHK,2.01,1
15,UP,Gujarat,DEN,0.78,0
16,OR,Bihar,MAL,1.1,0
23,AP,Bihar,DEN,1.05,0
44,WB,Rajasthan,MAL,1.32,0
14,KA,Andhra Pradesh,DEN,0.98,0
21,MH,West Bengal,DEN,3.83,1
2,RJ,Bihar,CHK,1.26,0
4,OR,Gujarat,CHK,2.6,1
20,OR,Gujarat,CHK,0.92,0
43,WB,West Bengal,MAL,0.5,0
9,AP,Gujarat,DEN,1.34,0
52,TN,Tamil Nadu,CHK,2.75,1
46,OR,Rajasthan,CHK,3.12,1
46,KA,Andhra Pradesh,MAL,0.26,0
42,OR,Maharashtra,MAL,0.95,0
20,WB,Karnataka,DEN,4.06,1
36,AP,Tamil Nadu,MAL,4.99,1
39,TN,Tamil Nadu,MAL,4.39,1
4,RJ,Maharashtra,DEN,3.29,1
3,RJ,Maharashtra,CHK,3.79,1
14,GJ,Karnataka,DEN,3.25,1
6,GJ,Karnataka,DEN,2.81,1
25,UP,Gujarat,MAL,1.36,0
49,TN,Uttar Pradesh,CHK,4.64,1
13,UP,Odisha,CHK,2.06,1
45,UP,Bihar,CHK,0.31,0
26,AP,Tamil Nadu,MAL,2.98,1
3,GJ,Maharashtra,DEN,0.19,0
48,RJ,Rajasthan,CHK,1.2,0
16,UP,Gujarat,MAL,4.22,1
41,OR,Karnataka,CHK,0.56,0
48,TN,Maharashtra,CHK,2.32,1
43,UP,West Bengal,MAL,2.36,1
44,OR,Uttar Pradesh,CHK,2.51,1
17,RJ,Odisha,DEN,0.58,0
8,TN,Gujarat,MAL,0.97,0
29,OR,West Bengal,CHK,4.61,1
25,RJ,Uttar Pradesh,MAL,3.35,1
5,OR,West Bengal,CHK,0.24,0
24,UP,Rajasthan,CHK,4.52,1
34,RJ,Uttar Pradesh,DEN,2.93,1
33,MH,Uttar Pradesh,CHK,1.33,0
10,WB,Uttar Pradesh,MAL,4.89,1
45,MH,Uttar Pradesh,DEN,2.72,1
41,BH,Maharashtra,MAL,0.52,0
13,BH,Andhra Pradesh,DEN,3.52,1
21,BH,Rajasthan,CHK,2.71,1
7,AP,Odisha,DEN,0.84,0
24,UP,Gujarat,CHK,4.21,1
11,WB,Uttar Pradesh,DEN,0.8,0
37,GJ,Andhra Pradesh,DEN,2.86,1
21,MH,Gujarat,MAL,1.18,0
25,AP,Karnataka,CHK,1.27,0
45,RJ,West Bengal,DEN,0.9,0
43,KA,West Bengal,MAL,0.55,0
28,MH,Gujarat,MAL,0.37,0
24,TN,Uttar Pradesh,MAL,0.22,0
29,AP,Uttar Pradesh,DEN,1.49,0
27,KA,Rajasthan,DEN,3.08,1
28,WB,Odisha,DEN,1.23,0
52,AP,Rajasthan,CHK,2.86,1
26,OR,West Bengal,MAL,2.45,1
11,GJ,Gujarat,MAL,4.57,1
14,GJ,Maharashtra,MAL,1.01,0
4,RJ,Rajasthan,DEN,1.33,0
50,GJ,Karnataka,DEN,3.28,1
49,BH,Andhra Pradesh,DEN,2.38,1
10,MH,Andhra Pradesh,CHK,0.73,0
48,AP,Karnataka,MAL,2.9,1
15,TN,Rajasthan,DEN,2.79,1
41,TN,Karnataka,DEN,4.66,1
28,WB,Bihar,MAL,2.76,1
3,BH,Maharashtra,MAL,3.34,1
23,OR,Maharashtra,DEN,4.02,1
21,KA,Uttar Pradesh,DEN,0.22,0
35,TN,Uttar Pradesh,CHK,3.06,1
12,KA,Bihar,DEN,1.41,0
9,BH,Uttar Pradesh,DEN,4.97,1
22,AP,Karnataka,DEN,3.38,1
12,OR,Rajasthan,MAL,1.13,0
44,WB,Uttar Pradesh,CHK,3.99,1
23,MH,Karnataka,DEN,3.78,1
48,BH,Tamil Nadu,DEN,3.72,1
52,UP,Tamil Nadu,CHK,3.22,1
22,OR,Tamil Nadu,DEN,1.03,0
42,BH,Uttar Pradesh,MAL,1.05,0
39,WB,Bihar,DEN,3.9,1
9,GJ,Uttar Pradesh,CHK,0.1,0
14,WB,West Bengal,DEN,4.5,1
21,TN,Karnataka,MAL,4.12,1
13,MH,Gujarat,DEN,3.87,1
47,BH,Bihar,MAL,3.67,1
21,GJ,Andhra Pradesh,DEN,0.67,0
30,WB,Maharashtra,MAL,1.0,0
11,GJ,Maharashtra,MAL,4.51,1
52,RJ,Rajasthan,DEN,2.05,1
6,KA,Andhra Pradesh,DEN,0.73,0
17,TN,Bihar,DEN,4.71,1
27,OR,Rajasthan,CHK,2.55,1
45,MH,Odisha,DEN,3.69,1
4,MH,Uttar Pradesh,MAL,1.03,0
47,AP,Maharashtra,CHK,0.29,0
51,GJ,Rajasthan,CHK,3.93,1
48,MH,Rajasthan,MAL,2.2,1
5,MH,Odisha,CHK,0.4,0
50,RJ,Uttar Pradesh,CHK,2.94,1
1,WB,Gujarat,DEN,0.67,0
23,GJ,Rajasthan,DEN,2.19,1
36,MH,Odisha,MAL,0.37,0
41,WB,Bihar,MAL,0.18,0
50,KA,Bihar,DEN,0.91,0
22,GJ,Rajasthan,CHK,4.41,1
32,MH,Andhra Pradesh,CHK,4.51,1
2,OR,Bihar,CHK,2.79,1
52,GJ,Andhra Pradesh,MAL,3.52,1
2,BH,Tamil Nadu,MAL,2.16,1
6,GJ,Karnataka,DEN,1.15,0
48,KA,Bihar,DEN,0.9,0
46,WB,Odisha,CHK,1.27,0
46,MH,Karnataka,MAL,1.42,0
8,BH,Karnataka,DEN,0.51,0
34,AP,Tamil Nadu,DEN,3.57,1
19,OR,Gujarat,CHK,0.62,0
24,RJ,Maharashtra,MAL,2.23,1
28,UP,Gujarat,CHK,0.72,0
14,UP,Gujarat,CHK,2.39,1
14,WB,Odisha,MAL,3.06,1
33,KA,Tamil Nadu,CHK,0.47,0
40,UP,Gujarat,DEN,0.77,0
1,GJ,Tamil Nadu,DEN,3.41,1
29,RJ,Rajasthan,MAL,3.17,1
49,UP,Gujarat,CHK,3.4,1
36,WB,Tamil Nadu,MAL,1.44,0
2,MH,Maharashtra,DEN,2.71,1
12,OR,Karnataka,MAL,1.35,0
32,BH,Rajasthan,MAL,3.06,1
2,MH,Andhra Pradesh,CHK,3.47,1
31,RJ,Maharashtra,CHK,2.1,1
42,GJ,Gujarat,MAL,0.52,0
26,RJ,Odisha,CHK,1.5,0
21,AP,Odisha,CHK,4.42,1
37,GJ,Karnataka,CHK,4.19,1
23,RJ,Rajasthan,MAL,1.29,0
46,WB,Andhra Pradesh,CHK,1.15,0
37,BH,Andhra Pradesh,DEN,2.75,1
40,UP,Karnataka,DEN,0.6,0
4,KA,Bihar,DEN,1.19,0
18,KA,Gujarat,CHK,1.26,0
44,RJ,Uttar Pradesh,DEN,1.42,0
33,RJ,Andhra Pradesh,DEN,1.2,0
26,OR,Rajasthan,MAL,1.24,0
37,KA,Bihar,CHK,2.83,1
41,MH,Bihar,MAL,3.93,1
26,TN,Gujarat,MAL,2.07,1
52,WB,Odisha,DEN,0.47,0
47,AP,Uttar Pradesh,DEN,0.39,0
33,RJ,Odisha,CHK,1.11,0
29,WB,Tamil Nadu,MAL,0.48,0
26,WB,Andhra Pradesh,MAL,0.45,0
37,OR,Rajasthan,DEN,5.0,1
19,AP,Rajasthan,MAL,2.03,1
51,AP,Tamil Nadu,MAL,4.2,1
19,MH,West Bengal,MAL,0.73,0
43,MH,Tamil Nadu,MAL,2.63,1
48,TN,Odisha,MAL,2.36,1
15,AP,Rajasthan,CHK,3.69,1
25,WB,West Bengal,MAL,0.4,0
23,KA,Uttar Pradesh,DEN,1.1,0
39,TN,Karnataka,MAL,0.5,0
19,AP,Karnataka,MAL,0.37,0
7,TN,Maharashtra,CHK,0.37,0
27,UP,Odisha,DEN,2.04,1
37,AP,Odisha,DEN,4.01,1
28,UP,Uttar Pradesh,CHK,3.5,1
42,GJ,Uttar Pradesh,CHK,0.85,0
36,UP,Maharashtra,MAL,4.03,1
2,WB,Tamil Nadu,CHK,0.56,0
44,TN,Maharashtra,CHK,0.95,0
40,GJ,Andhra Pradesh,MAL,1.35,0
27,AP,Bihar,CHK,3.16,1
10,RJ,West Bengal,CHK,1.18,0
4,OR,Rajasthan,DEN,1.14,0
10,OR,West Bengal,DEN,1.03,0
37,AP,Maharashtra,CHK,0.2,0
22,MH,Tamil Nadu,CHK,1.19,0
5,MH,Bihar,CHK,2.98,1
19,MH,Tamil Nadu,DEN,1.01,0
34,UP,Rajasthan,CHK,0.83,0
18,BH,Karnataka,CHK,3.18,1
4,GJ,West Bengal,CHK,0.17,0
40,WB,Andhra Pradesh,MAL,4.37,1
50,UP,West Bengal,DEN,0.56,0
16,UP,Odisha,CHK,0.79,0
44,RJ,Gujarat,DEN,1.03,0
45,GJ,Uttar Pradesh,MAL,2.2,1
24,BH,West Bengal,DEN,2.21,1
50,OR,Bihar,MAL,0.32,0
36,WB,Karnataka,DEN,2.34,1
47,GJ,Tamil Nadu,CHK,2.69,1
20,AP,Karnataka,DEN,0.9,0
29,GJ,Karnataka,DEN,4.47,1
9,AP,Maharashtra,DEN,1.05,0
42,OR,Tamil Nadu,MAL,0.5,0
5,MH,West Bengal,MAL,3.03,1
18,AP,West Bengal,CHK,3.03,1
6,AP,Gujarat,MAL,4.52,1
46,GJ,Odisha,MAL,2.94,1
30,TN,Uttar Pradesh,DEN,4.26,1
32,MH,Maharashtra,DEN,0.21,0
1,UP,West Bengal,CHK,2.16,1
38,RJ,Rajasthan,DEN,3.48,1
16,UP,Rajasthan,DEN,0.8,0
16,TN,Tamil Nadu,CHK,4.29,1
20,UP,Odisha,MAL,2.92,1
9,RJ,Maharashtra,CHK,0.28,0
10,TN,Odisha,MAL,1.27,0
5,OR,Maharashtra,CHK,0.58,0
50,RJ,Uttar Pradesh,CHK,3.76,1
35,TN,Uttar Pradesh,DEN,3.65,1
24,UP,West Bengal,DEN,0.5,0
30,MH,Andhra Pradesh,CHK,5.0,1
37,GJ,Andhra Pradesh,CHK,4.02,1
8,MH,Uttar Pradesh,MAL,3.47,1
13,BH,Bihar,MAL,3.53,1
2,MH,Bihar,CHK,1.26,0
26,MH,West Bengal,DEN,0.52,0
2,GJ,Maharashtra,DEN,3.35,1
29,WB,Gujarat,MAL,4.82,1
18,OR,Uttar Pradesh,DEN,0.61,0
37,GJ,Rajasthan,DEN,3.97,1
9,MH,Tamil Nadu,MAL,1.08,0
18,BH,Rajasthan,DEN,0.57,0
33,UP,Gujarat,DEN,3.62,1
16,UP,Tamil Nadu,CHK,0.98,0
19,AP,Karnataka,MAL,2.98,1
32,GJ,Rajasthan,DEN,1.25,0
1,KA,Andhra Pradesh,MAL,3.95,1
23,WB,Maharashtra,MAL,3.97,1
29,MH,Uttar Pradesh,DEN,4.94,1
21,BH,Odisha,DEN,4.47,1
45,OR,Karnataka,CHK,3.97,1
22,BH,Odisha,DEN,4.44,1
9,AP,Karnataka,CHK,4.88,1
11,TN,West Bengal,CHK,0.46,0
15,TN,Andhra Pradesh,MAL,0.99,0
21,OR,Odisha,DEN,0.72,0
51,WB,Andhra Pradesh,MAL,2.24,1
15,WB,Bihar,CHK,4.34,1
16,OR,Karnataka,MAL,1.41,0
45,WB,West Bengal,MAL,0.96,0
45,AP,Uttar Pradesh,DEN,3.79,1
48,BH,Maharashtra,CHK,4.86,1
8,OR,Bihar,DEN,3.49,1
3,UP,Uttar Pradesh,DEN,4.52,1
20,OR,Odisha,CHK,0.61,0
16,MH,Uttar Pradesh,CHK,2.7,1
2,RJ,Uttar Pradesh,DEN,3.3,1
52,AP,Uttar Pradesh,MAL,2.69,1
32,GJ,Karnataka,MAL,3.08,1
32,BH,Tamil Nadu,DEN,2.27,1
42,KA,Bihar,CHK,2.35,1
45,BH,Karnataka,DEN,0.67,0
41,RJ,Maharashtra,CHK,1.41,0
46,MH,Rajasthan,CHK,0.8,0
14,GJ,Bihar,CHK,3.87,1
20,AP,Rajasthan,CHK,0.82,0
25,MH,Andhra Pradesh,CHK,1.42,0
45,AP,Bihar,DEN,0.49,0
45,OR,Tamil Nadu,DEN,2.98,1
20,AP,West Bengal,CHK,0.42,0
49,AP,Gujarat,CHK,3.61,1
37,MH,Bihar,MAL,2.17,1
3,RJ,Bihar,CHK,1.43,0
35,AP,Rajasthan,CHK,2.2,1
4,KA,Uttar Pradesh,CHK,4.12,1
23,OR,Andhra Pradesh,MAL,1.0,0
13,MH,Tamil Nadu,DEN,4.65,1
13,GJ,Maharashtra,CHK,0.65,0
5,AP,Rajasthan,MAL,1.41,0
49,RJ,Bihar,CHK,2.02,1
46,BH,Odisha,DEN,1.21,0
2,KA,West Bengal,CHK,1.48,0
4,WB,Odisha,CHK,1.23,0
50,TN,Maharashtra,DEN,3.75,1
21,UP,Rajasthan,MAL,4.63,1
1,BH,Karnataka,CHK,3.0,1
36,WB,Bihar,CHK,4.99,1
11,AP,Odisha,CHK,4.32,1
19,OR,Uttar Pradesh,MAL,0.98,0
14,RJ,Andhra Pradesh,DEN,4.19,1
41,RJ,Karnataka,DEN,1.48,0
25,KA,West Bengal,CHK,0.65,0
32,TN,Andhra Pradesh,DEN,0.86,0
35,OR,Bihar,DEN,0.26,0
6,BH,Odisha,CHK,1.0,0
18,GJ,Uttar Pradesh,CHK,1.38,0
30,WB,Maharashtra,CHK,2.17,1
49,UP,Maharashtra,CHK,0.52,0
25,KA,Tamil Nadu,CHK,1.03,0
51,OR,Rajasthan,DEN,1.26,0
35,BH,Bihar,DEN,0.57,0
33,UP,Andhra Pradesh,CHK,0.97,0
43,KA,Rajasthan,MAL,0.84,0
6,KA,Rajasthan,DEN,0.24,0
31,MH,Uttar Pradesh,DEN,2.77,1
28,KA,Maharashtra,CHK,2.7,1
34,TN,Andhra Pradesh,CHK,3.11,1
22,TN,Andhra Pradesh,DEN,3.28,1
12,WB,Odisha,MAL,1.04,0
26,MH,Uttar Pradesh,MAL,4.48,1
45,MH,Uttar Pradesh,CHK,0.22,0
20,KA,Bihar,CHK,4.42,1
12,BH,West Bengal,DEN,2.19,1
41,GJ,Bihar,DEN,2.48,1
13,GJ,West Bengal,DEN,2.59,1
25,AP,Odisha,CHK,2.63,1
39,BH,Uttar Pradesh,MAL,3.77,1
45,AP,Gujarat,CHK,3.82,1
29,BH,Odisha,MAL,1.49,0
33,UP,Karnataka,MAL,4.25,1
18,UP,Bihar,DEN,3.27,1
7,UP,Tamil Nadu,DEN,0.46,0
1,GJ,Karnataka,MAL,2.03,1
22,WB,Tamil Nadu,DEN,3.54,1
35,BH,Rajasthan,DEN,0.5,0
44,UP,Uttar Pradesh,CHK,3.84,1
24,UP,West Bengal,MAL,4.1,1
4,AP,Maharashtra,MAL,0.15,0
42,MH,Rajasthan,CHK,1.37,0
6,MH,West Bengal,CHK,3.65,1
8,TN,Karnataka,DEN,0.3,0
28,TN,Karnataka,CHK,1.16,0
44,TN,Maharashtra,DEN,0.91,0
16,WB,Rajasthan,CHK,4.7,1
37,WB,West Bengal,CHK,3.3,1
28,UP,Karnataka,CHK,4.81,1
17,TN,Bihar,DEN,0.26,0
23,RJ,Maharashtra,MAL,4.24,1
43,TN,Bihar,CHK,0.97,0
10,OR,Bihar,CHK,4.51,1
27,BH,Bihar,DEN,0.79,0
19,GJ,Gujarat,CHK,0.26,0
11,BH,Bihar,CHK,0.15,0
8,KA,Maharashtra,CHK,3.98,1
42,MH,Tamil Nadu,CHK,1.44,0
47,OR,Maharashtra,CHK,4.94,1
5,UP,Odisha,MAL,3.07,1
28,KA,Bihar,CHK,2.75,1
25,UP,Uttar Pradesh,MAL,0.54,0
27,OR,Bihar,MAL,3.56,1
11,WB,Rajasthan,MAL,0.4,0
12,BH,Gujarat,CHK,0.52,0
45,BH,Maharashtra,DEN,3.33,1
44,GJ,Maharashtra,MAL,1.1,0
11,RJ,Rajasthan,MAL,2.7,1
51,RJ,Andhra Pradesh,MAL,4.9,1
12,RJ,Tamil Nadu,CHK,2.47,1
37,OR,West Bengal,CHK,4.6,1
9,TN,Bihar,MAL,2.54,1
45,AP,Tamil Nadu,CHK,2.94,1
4,MH,Bihar,DEN,2.13,1
37,GJ,Rajasthan,MAL,0.39,0
8,UP,Odisha,DEN,0.84,0
28,UP,Andhra Pradesh,MAL,3.97,1
35,WB,West Bengal,MAL,4.02,1
51,KA,West Bengal,CHK,3.64,1
5,AP,Andhra Pradesh,CHK,2.48,1
35,OR,Karnataka,MAL,3.87,1
14,KA,Rajasthan,CHK,4.09,1
43,BH,Uttar Pradesh,CHK,0.96,0
47,UP,Tamil Nadu,MAL,0.96,0
19,KA,Gujarat,MAL,2.07,1
52,RJ,Odisha,CHK,0.77,0
14,BH,Tamil Nadu,MAL,3.99,1
23,WB,Odisha,DEN,3.3,1
5,BH,Maharashtra,DEN,2.64,1
23,UP,Odisha,MAL,2.02,1
48,OR,Bihar,DEN,0.74,0
39,GJ,Karnataka,CHK,3.79,1
25,UP,Maharashtra,DEN,1.22,0
41,UP,Uttar Pradesh,CHK,4.84,1
22,WB,Maharashtra,MAL,0.58,0
32,KA,Gujarat,CHK,4.78,1
22,UP,Bihar,CHK,0.76,0
25,BH,Bihar,CHK,4.2,1
8,TN,West Bengal,CHK,3.05,1
18,OR,West Bengal,DEN,2.31,1
28,KA,Rajasthan,CHK,1.45,0
36,RJ,Tamil Nadu,MAL,0.55,0
11,OR,Rajasthan,DEN,4.94,1
41,GJ,Bihar,DEN,1.46,0
1,RJ,Maharashtra,MAL,0.79,0
50,AP,West Bengal,CHK,0.16,0
10,TN,Karnataka,CHK,3.05,1
51,TN,Maharashtra,CHK,4.44,1
35,WB,West Bengal,DEN,4.69,1
1,GJ,Maharashtra,DEN,4.17,1
1,OR,Bihar,CHK,0.83,0
19,UP,Andhra Pradesh,MAL,3.56,1
23,WB,Maharashtra,CHK,0.75,0
5,TN,Karnataka,MAL,4.16,1
25,AP,Karnataka,DEN,0.48,0
47,BH,Andhra Pradesh,CHK,4.59,1
52,TN,West Bengal,CHK,2.81,1
5,KA,Odisha,DEN,0.72,0
15,BH,Bihar,MAL,0.2,0
26,WB,Tamil Nadu,CHK,4.1,1
28,OR,Maharashtra,CHK,3.57,1
35,WB,Tamil Nadu,DEN,0.91,0
27,RJ,Uttar Pradesh,DEN,1.29,0
51,GJ,Odisha,CHK,4.32,1
3,AP,Odisha,DEN,4.29,1
29,UP,Maharashtra,DEN,1.42,0
3,MH,Gujarat,DEN,0.81,0
39,TN,Maharashtra,MAL,4.84,1
39,TN,Odisha,MAL,0.71,0
47,KA,West Bengal,MAL,0.54,0
28,RJ,Bihar,MAL,0.71,0
13,RJ,Gujarat,DEN,0.39,0
48,AP,Bihar,DEN,3.39,1
39,MH,Gujarat,CHK,1.28,0
10,OR,Maharashtra,CHK,3.45,1
45,BH,West Bengal,MAL,0.55,0
46,TN,Bihar,MAL,0.9,0
8,RJ,Rajasthan,CHK,4.73,1
12,KA,Rajasthan,CHK,0.71,0
2,TN,Andhra Pradesh,CHK,1.15,0
49,MH,Bihar,MAL,0.52,0
20,WB,Andhra Pradesh,MAL,0.42,0
50,GJ,West Bengal,CHK,4.46,1
23,UP,Uttar Pradesh,MAL,0.68,0
47,RJ,Bihar,MAL,1.4,0
32,UP,Bihar,DEN,0.47,0
9,BH,Maharashtra,DEN,2.08,1
2,WB,Bihar,MAL,3.38,1
28,RJ,Uttar Pradesh,CHK,0.36,0
6,KA,Odisha,CHK,4.0,1
35,GJ,Karnataka,DEN,3.63,1
40,KA,Andhra Pradesh,MAL,2.56,1
20,MH,Gujarat,CHK,0.78,0
49,BH,Rajasthan,DEN,2.57,1
5,AP,Karnataka,MAL,4.2,1
3,BH,Rajasthan,DEN,1.12,0
17,OR,Maharashtra,CHK,4.11,1
38,RJ,Maharashtra,DEN,1.23,0
49,OR,Karnataka,CHK,0.32,0
8,MH,Gujarat,MAL,0.88,0
47,AP,Tamil Nadu,CHK,0.88,0
37,WB,Uttar Pradesh,DEN,0.78,0
31,GJ,Uttar Pradesh,MAL,1.28,0
23,WB,West Bengal,CHK,2.99,1
25,RJ,Andhra Pradesh,CHK,3.65,1
19,GJ,Rajasthan,CHK,3.48,1
16,WB,West Bengal,DEN,4.02,1
34,RJ,West Bengal,DEN,4.07,1
33,BH,Uttar Pradesh,CHK,2.61,1
20,MH,West Bengal,MAL,4.7,1
11,AP,Gujarat,CHK,3.98,1
37,TN,Tamil Nadu,DEN,0.45,0
52,AP,Rajasthan,DEN,1.08,0
8,BH,Odisha,DEN,4.23,1
30,UP,Tamil Nadu,MAL,0.28,0
39,AP,Uttar Pradesh,MAL,1.5,0
40,AP,West Bengal,MAL,0.85,0
45,TN,Uttar Pradesh,MAL,2.66,1
39,BH,Gujarat,DEN,2.79,1
47,TN,Tamil Nadu,MAL,3.71,1
41,MH,Maharashtra,CHK,0.17,0
30,OR,Uttar Pradesh,CHK,3.73,1
25,TN,Uttar Pradesh,CHK,2.56,1
31,UP,Bihar,MAL,3.23,1
52,GJ,Bihar,DEN,0.11,0
1,UP,Gujarat,MAL,4.33,1
39,WB,Tamil Nadu,CHK,0.53,0
2,UP,West Bengal,CHK,0.97,0
35,TN,Rajasthan,CHK,0.33,0
30,GJ,West Bengal,CHK,0.23,0
49,KA,Bihar,MAL,4.09,1
35,AP,Gujarat,DEN,4.02,1
20,BH,West Bengal,DEN,0.44,0
8,RJ,Maharashtra,MAL,2.32,1
48,AP,West Bengal,DEN,4.8,1
9,AP,Bihar,DEN,2.09,1
44,MH,Uttar Pradesh,MAL,4.48,1
50,TN,Odisha,MAL,0.41,0
36,KA,Odisha,MAL,2.1,1
45,OR,Maharashtra,DEN,1.42,0
8,BH,Gujarat,MAL,1.19,0
20,AP,Odisha,MAL,1.38,0
23,OR,Bihar,DEN,0.93,0
